0,1,2,3,4,5,6,7,8
0.505771036019774,0.7625850048540657,0.28914137813070817,0.5776091271538718,0.5816987273307173,0.4307491186129963,0.5341029848812398,0.6012117418114619,0.5396202744707865
0.505771036019774,0.580094211814185,0.7381548398990911,0.463567115772029,0.5554675440273534,0.5624735592165675,0.47392979070661656,0.3481308382310251,0.5441532154912296
0.43254849308981125,0.45885670270732654,0.39249387732616897,0.5586853320231462,0.7353027064234958,0.2499436927138064,0.29603412695697384,0.5432124333004742,0.4206293446188338
0.5174154704304639,0.47024843230365115,0.3219082495885556,0.42900518173767416,0.441110858412072,0.39418803779699046,0.3090534124329919,0.613803788175241,0.6402104310728742
0.5032150948029662,0.4899167775023145,0.26250121912729074,0.574208069205237,0.5470215929583413,0.41428758845956754,0.5520510313024652,0.5492482740704291,0.4513427700554942
0.5742640616605958,0.6424021582934858,0.13936072861811125,0.620345606862252,0.5816987273307173,0.48915220625202777,0.355484190581159,0.5229911458768118,0.44924621826970884
0.4363623793935476,0.4737511554597819,0.4692211081625534,0.6820068184629355,0.5204148781444858,0.3393557735531639,0.46565058325903685,0.566495170240441,0.6487239815183687
0.591128259264369,0.35998514314202607,0.38362873855071644,0.4165498431700763,0.5075328718645424,0.2975341842248113,0.6555355387046246,0.6071758962482566,0.6185175930270652
0.505771036019774,0.6107670546362864,0.16516755020726717,0.6630705404971522,0.7639228180025859,0.23479072041783228,0.5159063045315773,0.07619143813838766,0.4744363046415854
0.505771036019774,0.36408106621721675,0.2756581647506392,0.8533484319396466,0.5816987273307173,0.3135923095533673,0.5377643032365861,0.44898455134713333,0.5541649280235816
0.6796529010888879,0.5030973639598499,0.1549487414549791,0.43522738509194253,0.6767331123697444,0.5595140671450038,0.3554492089667436,0.4109231487092976,0.44675508819713766
0.5111416766190872,0.49850635818436934,0.3294439743838314,0.5592630116726274,0.5208486449077423,0.3283946528981821,0.4641030666824256,0.6123600592631413,0.5869803078028923
